scenario_id,road_environment,road_type,weather,lighting,vehicle_speed,true_depth,water_depth,true_ntu,ntu,severity,lidar,lidar_error,R_lidar,ultrasonic,ultrasonic_error,surface_echo,bottom_echo,R_ultrasonic,radar,radar_error,snr,rcs,clutter_probability,R_radar,imu_pitch,imu_roll,imu_acceleration,R_imu,water_state,R_water,water_contact
SC9536,Urban,Mud,Mist,Daylight,2.7,15,9,88,92.98,Moderate,14.56,-0.44,0.49719747390504,6.57,-8.43,0.38,0.62,0.5127146630448847,14.71,-0.29,17.5,0.697676326071031,0.249,0.840026023828541,4.205,2.337,9.634,0.976,Flooded Pothole,0.95,True
SC9537,Urban,Asphalt,Mist,Daylight,2.34,5,0,125,122.75,Low,4.78,-0.22,0.7434899725440329,5.06,0.06,0.0,1.0,1.0,5.04,0.04,30.17,1.0,0.075,0.998706242212059,-1.031,1.876,10.201,0.981,Dry,0.98,False
SC9538,Urban,Dirt,Thunderstorm,Dusk,3.51,16,8,434,426.91,Extreme,16.23,0.23,0.30634112817440406,16.0,0.0,0.36,0.64,0.5345729353032141,16.76,0.76,20.97,0.7261490370736909,0.295,0.893589618427114,-0.968,4.971,9.484,0.973,Flooded Pothole,0.95,True
SC9539,Urban,Dirt,Mist,Dusk,11.17,7,0,119,128.81,Low,6.6,-0.4,0.7363159297337932,6.94,-0.06,0.0,1.0,1.0,6.86,-0.14,32.41,1.0,0.076,0.998766019401993,-0.472,0.914,9.081,0.933,Dry,0.98,False
SC9540,Rural,Concrete,Rainy,Dusk,2.21,18,16,250,258.37,Extreme,19.7,1.7,0.26890637722931776,2.16,-15.84,0.52,0.48,0.3701047611857118,18.45,0.45,11.95,0.5272924240430485,0.3,0.40530115372031866,-0.143,2.209,10.082,0.986,Flooded Pothole,0.95,True
SC9541,Urban,Mud,Mist,Dusk,2.28,15,4,128,121.59,Moderate,14.71,-0.29,0.6098489350155387,14.94,-0.06,0.28,0.72,0.6259379294871402,15.31,0.31,24.43,0.8521437889662113,0.154,0.9488122379667169,5.083,1.474,10.333,0.975,Flooded Pothole,0.95,True
SC9542,Rural,Asphalt,Thunderstorm,Dusk,10.67,17,8,274,272.11,Severe,17.52,0.52,0.39243828099371036,17.13,0.13,0.36,0.64,0.5345729353032141,17.29,0.29,18.72,0.7261490370736909,0.264,0.8738886424969239,0.921,2.687,9.329,0.967,Flooded Pothole,0.95,True
SC9543,Urban,Dirt,Thunderstorm,Night_Dark,3.67,8,1,282,281.52,Moderate,8.23,0.23,0.5485746006705716,7.1,-0.9,0.22,0.78,0.42381367787810986,8.67,0.67,28.84,0.9607894391523232,0.126,0.9858321838855107,3.943,1.186,10.076,0.969,Shallow Puddle,0.9,True
SC9544,Rural,Asphalt,Drizzle,Night_Dark,6.23,17,7,186,191.76,Moderate,17.83,0.83,0.4691578499989216,10.27,-6.73,0.34,0.66,0.5568187789536133,16.89,-0.11,22.67,0.7557837414557255,0.228,0.911423116757136,7.264,4.727,10.095,0.975,Flooded Pothole,0.95,True
SC9545,Urban,Asphalt,Foggy,Dusk,5.43,16,8,239,245.02,Severe,16.03,0.03,0.40982214749252804,16.02,0.02,0.36,0.64,0.5345729353032141,16.36,0.36,20.99,0.7261490370736909,0.259,0.8943497145450383,6.246,0.731,9.484,0.98,Flooded Pothole,0.95,True
SC9546,Rural,Mud,Drizzle,Daylight,2.38,18,11,205,204.56,Severe,19.31,1.31,0.37632731336553604,6.86,-11.14,0.42,0.58,0.4701388626627085,17.57,-0.43,15.63,0.6440364210831414,0.3,0.7495643668787393,3.415,-0.471,9.278,0.974,Flooded Pothole,0.95,True
SC9547,Rural,Asphalt,Rainy,Daylight,10.79,14,4,169,174.68,Moderate,14.48,0.48,0.5601851079286085,14.01,0.01,0.28,0.72,0.6259379294871402,14.19,0.19,25.45,0.8521437889662113,0.165,0.9493791698108305,0.226,3.286,9.394,0.965,Flooded Pothole,0.95,True
SC9548,Urban,Concrete,Mist,Night_Dark,2.43,7,1,134,132.89,Low,7.43,0.43,0.6958480231738677,5.89,-1.11,0.22,0.78,0.42381367787810986,7.07,0.07,27.61,0.9607894391523232,0.097,0.9861402492190182,1.423,2.394,10.14,0.982,Shallow Puddle,0.9,True
SC9549,Rural,Mud,Cloudy,Night_Dark,9.28,12,9,133,127.73,Moderate,11.93,-0.07,0.47030775532558533,12.0,0.0,0.38,0.62,0.5127146630448847,12.17,0.17,18.97,0.697676326071031,0.256,0.8670241367842303,0.038,0.533,10.101,0.939,Flooded Pothole,0.95,True
SC9550,Urban,Dirt,Cloudy,Night_Streetlights,2.08,7,5,76,75.64,Moderate,6.67,-0.33,0.6243625935293486,6.62,-0.38,0.3,0.7,0.6024955834975404,7.07,0.07,24.21,0.8187307530779818,0.165,0.9370895711075232,0.47,0.854,10.188,0.981,Flooded Pothole,0.95,True
SC9551,Urban,Asphalt,Rainy,Dusk,11.95,9,1,158,151.15,Low,9.29,0.29,0.6758122352683338,9.07,0.07,0.22,0.78,0.42381367787810986,8.96,-0.04,31.74,0.9607894391523232,0.1,0.9864410654163221,4.759,-0.615,9.874,0.966,Shallow Puddle,0.9,True
SC9552,Rural,Mud,Foggy,Night_Dark,8.94,17,1,112,118.35,Low,16.98,-0.02,0.7122260015708426,16.94,-0.06,0.22,0.78,0.42381367787810986,16.81,-0.19,30.64,0.9607894391523232,0.094,0.986503933703885,7.745,-1.059,9.853,0.924,Shallow Puddle,0.9,True
SC9553,Rural,Dirt,Thunderstorm,Dusk,5.62,19,2,342,343.23,Moderate,19.63,0.63,0.47275972524997867,18.68,-0.32,0.24,0.76,0.6740595319050396,19.47,0.47,28.48,0.9231163463866358,0.159,0.9734569982254936,5.144,3.48,10.751,0.952,Shallow Puddle,0.9,True
SC9554,Rural,Gravel,Cloudy,Daylight,5.09,14,7,156,158.61,Moderate,14.31,0.31,0.4947137334328945,13.9,-0.1,0.34,0.66,0.5568187789536133,14.08,0.08,20.35,0.7557837414557255,0.222,0.9020539855788628,6.04,1.087,9.491,0.967,Flooded Pothole,0.95,True
SC9555,Urban,Dirt,Mist,Dusk,9.95,15,14,145,150.25,Extreme,15.0,0.0,0.35331332835860135,1.01,-13.99,0.48,0.52,0.40904648775460783,14.8,-0.2,13.44,0.5712090638488149,0.3,0.5655290341955597,1.636,-0.075,10.32,0.956,Flooded Pothole,0.95,True
SC9556,Urban,Mud,Foggy,Dusk,7.86,8,8,107,101.84,Moderate,7.97,-0.03,0.5153319617769758,8.34,0.34,0.36,0.64,0.5345729353032141,8.17,0.17,20.95,0.7261490370736909,0.23,0.8946661007695577,2.28,1.839,9.466,0.96,Flooded Pothole,0.95,True
SC9557,Urban,Mud,Drizzle,Night_Streetlights,5.9,5,1,112,114.57,Low,5.23,0.23,0.7165465967381334,3.97,-1.03,0.22,0.78,0.42381367787810986,5.1,0.1,27.56,0.9607894391523232,0.093,0.9861967397270995,-0.931,2.096,9.774,0.956,Shallow Puddle,0.9,True
SC9558,Urban,Dirt,Mist,Dusk,2.97,8,0,109,116.98,Low,8.04,0.04,0.7503856534572518,8.12,0.12,0.0,1.0,1.0,8.67,0.67,28.78,1.0,0.073,0.9986255553464309,4.06,3.258,9.174,0.971,Dry,0.98,False
SC9559,Urban,Concrete,Foggy,Night_Streetlights,2.01,6,1,158,164.1,Low,6.78,0.78,0.6619534782905964,5.71,-0.29,0.22,0.78,0.42381367787810986,5.99,-0.01,29.24,0.9607894391523232,0.103,0.9862636877414354,-1.974,1.873,10.459,0.983,Shallow Puddle,0.9,True
SC9560,Rural,Concrete,Rainy,Night_Streetlights,8.24,20,13,290,288.68,Extreme,19.47,-0.53,0.2976348141006722,19.87,-0.13,0.46,0.54,0.4290481453518004,19.47,-0.53,15.83,0.5945205479701944,0.3,0.7416725710102839,0.038,3.895,10.36,0.975,Flooded Pothole,0.95,True
SC9561,Rural,Dirt,Mist,Dawn,2.57,18,9,91,97.87,Severe,19.0,1.0,0.4933225792239778,8.99,-9.01,0.38,0.62,0.5127146630448847,18.06,0.06,20.8,0.697676326071031,0.25,0.8828699339687607,-0.259,6.256,9.966,0.974,Flooded Pothole,0.95,True
SC9562,Urban,Asphalt,Clear,Night_Streetlights,9.34,9,9,78,76.84,Moderate,8.94,-0.06,0.5102043230829275,8.91,-0.09,0.38,0.62,0.5127146630448847,9.04,0.04,18.13,0.697676326071031,0.245,0.8539579475905033,-0.218,1.918,9.57,0.979,Flooded Pothole,0.95,True
SC9563,Urban,Dirt,Cloudy,Dusk,5.41,15,11,79,81.37,Severe,14.74,-0.26,0.4583180057998517,3.93,-11.07,0.42,0.58,0.4701388626627085,15.51,0.51,15.7,0.6440364210831414,0.286,0.7534120145781481,6.289,4.036,9.324,0.969,Flooded Pothole,0.95,True
SC9564,Urban,Dirt,Cloudy,Dusk,6.39,11,4,73,76.68,Moderate,11.34,0.34,0.6552830495326406,10.69,-0.31,0.28,0.72,0.6259379294871402,11.07,0.07,24.57,0.8521437889662113,0.145,0.94909388987857,5.567,3.467,9.58,0.96,Flooded Pothole,0.95,True
SC9565,Urban,Asphalt,Clear,Daylight,2.41,15,15,80,77.38,Extreme,15.02,0.02,0.37764223492462723,0.0,-15.0,0.5,0.5,0.38940039153570244,15.54,0.54,12.23,0.5488116360940265,0.3,0.43924453631329086,5.22,1.184,9.563,0.987,Flooded Pothole,0.95,True
SC9566,Urban,Mud,Mist,Daylight,11.77,14,13,155,159.75,Severe,14.79,0.79,0.36582507389799157,0.4,-13.6,0.46,0.54,0.4290481453518004,14.34,0.34,12.5,0.5945205479701944,0.3,0.4783851991185402,4.028,-0.262,10.359,0.944,Flooded Pothole,0.95,True
SC9567,Rural,Concrete,Drizzle,Night_Streetlights,4.08,16,1,189,175.32,Moderate,16.85,0.85,0.6501761193157964,16.04,0.04,0.22,0.78,0.42381367787810986,15.9,-0.1,27.53,0.9607894391523232,0.105,0.9859895887225404,-0.031,4.436,10.472,0.977,Shallow Puddle,0.9,True
SC9568,Rural,Mud,Cloudy,Night_Dark,9.22,10,8,152,155.15,Moderate,10.58,0.58,0.47319864990455074,10.05,0.05,0.36,0.64,0.5345729353032141,9.96,-0.04,18.48,0.7261490370736909,0.241,0.8705656691530659,3.471,0.999,9.34,0.94,Flooded Pothole,0.95,True
SC9569,Urban,Dirt,Drizzle,Dawn,5.56,7,5,115,114.82,Moderate,7.72,0.72,0.5864241181954135,6.92,-0.08,0.3,0.7,0.6024955834975404,7.44,0.44,25.2,0.8187307530779818,0.173,0.937767068352386,-2.217,0.358,9.705,0.968,Flooded Pothole,0.95,True
SC9570,Urban,Gravel,Mist,Night_Streetlights,11.49,16,1,135,130.1,Moderate,16.12,0.12,0.6989612322621828,16.07,0.07,0.22,0.78,0.42381367787810986,15.91,-0.09,29.34,0.9607894391523232,0.096,0.9863896694928025,7.515,1.735,9.188,0.944,Shallow Puddle,0.9,True
SC9571,Urban,Gravel,Mist,Daylight,2.61,5,2,117,116.85,Low,5.15,0.15,0.6791182591137139,4.9,-0.1,0.24,0.76,0.6740595319050396,5.14,0.14,26.18,0.9231163463866358,0.113,0.9736963962127397,3.774,0.778,10.121,0.978,Shallow Puddle,0.9,True
SC9572,Rural,Dirt,Drizzle,Dawn,5.85,13,8,116,117.4,Moderate,12.94,-0.06,0.5026606442948024,4.98,-8.02,0.36,0.64,0.5345729353032141,13.13,0.13,19.97,0.7261490370736909,0.233,0.8882878257409269,3.0,0.557,9.831,0.959,Flooded Pothole,0.95,True
SC9573,Urban,Mud,Rainy,Daylight,11.82,15,13,315,299.62,Extreme,14.38,-0.62,0.2924703456040618,1.35,-13.65,0.46,0.54,0.4290481453518004,15.42,0.42,13.87,0.5945205479701944,0.3,0.6110588853901949,1.91,3.006,9.793,0.942,Flooded Pothole,0.95,True
SC9574,Urban,Concrete,Clear,Dawn,10.61,9,2,35,31.87,Low,9.24,0.24,0.7780285957628265,8.78,-0.22,0.24,0.76,0.6740595319050396,9.12,0.12,27.71,0.9231163463866358,0.096,0.9744131480370957,5.681,-0.164,10.439,0.971,Shallow Puddle,0.9,True
SC9575,Urban,Asphalt,Rainy,Night_Streetlights,9.04,8,5,210,205.28,Moderate,8.06,0.06,0.5074038723986999,7.98,-0.02,0.3,0.7,0.6024955834975404,7.74,-0.26,25.01,0.8187307530779818,0.191,0.9373255987649318,2.025,2.34,10.215,0.976,Flooded Pothole,0.95,True
SC9576,Rural,Dirt,Cloudy,Dawn,9.86,20,9,90,94.83,Severe,20.41,0.41,0.4957279453574832,11.28,-8.72,0.38,0.62,0.5127146630448847,20.55,0.55,16.38,0.697676326071031,0.249,0.8037715881168497,8.743,3.664,9.185,0.935,Flooded Pothole,0.95,True
SC9577,Rural,Asphalt,Cloudy,Dawn,6.2,10,6,110,110.26,Moderate,9.71,-0.29,0.5619086425739378,10.23,0.23,0.32,0.68,0.5794577764970238,10.04,0.04,21.75,0.7866278610665535,0.192,0.9204849148183724,3.716,1.597,10.435,0.977,Flooded Pothole,0.95,True
SC9578,Rural,Mud,Clear,Night_Streetlights,5.71,11,9,79,77.7,Moderate,11.96,0.96,0.5095027647172138,11.07,0.07,0.38,0.62,0.5127146630448847,11.74,0.74,20.63,0.697676326071031,0.246,0.8819913923392859,1.547,3.544,9.365,0.959,Flooded Pothole,0.95,True
SC9579,Urban,Asphalt,Clear,Dawn,7.39,12,10,72,77.62,Moderate,12.32,0.32,0.4847160613487061,11.66,-0.34,0.4,0.6,0.49123845184678905,12.02,0.02,17.0,0.6703200460356393,0.266,0.8157991907338915,3.533,2.145,10.405,0.98,Flooded Pothole,0.95,True
SC9580,Rural,Mud,Cloudy,Dusk,4.25,14,1,86,89.94,Low,13.53,-0.47,0.7453480414208112,13.25,-0.75,0.22,0.78,0.42381367787810986,14.02,0.02,29.33,0.9607894391523232,0.088,0.9865217149275467,-0.857,1.531,10.25,0.956,Shallow Puddle,0.9,True
SC9581,Rural,Dirt,Rainy,Night_Streetlights,6.66,14,5,183,186.09,Moderate,14.25,0.25,0.5232248415183608,13.95,-0.05,0.3,0.7,0.6024955834975404,14.7,0.7,25.03,0.8187307530779818,0.187,0.9374099406200215,6.419,1.185,9.308,0.951,Flooded Pothole,0.95,True
SC9582,Urban,Dirt,Foggy,Night_Streetlights,5.67,13,2,134,133.59,Moderate,13.21,0.21,0.6611701891709642,11.0,-2.0,0.24,0.76,0.6740595319050396,12.94,-0.06,27.42,0.9231163463866358,0.117,0.9740037729882791,-0.441,0.733,10.293,0.96,Shallow Puddle,0.9,True
SC9583,Rural,Concrete,Clear,Night_Streetlights,3.54,5,1,14,4.61,Low,5.09,0.09,0.8543827505013185,3.73,-1.27,0.22,0.78,0.42381367787810986,4.99,-0.01,29.06,0.9607894391523232,0.071,0.9867753797647822,0.289,1.645,9.951,0.979,Shallow Puddle,0.9,True
SC9584,Urban,Mud,Drizzle,Dusk,11.23,9,3,218,208.71,Moderate,9.36,0.36,0.5576989379096743,8.93,-0.07,0.26,0.74,0.6497906188812154,8.93,-0.07,26.97,0.8869204367171575,0.152,0.9616811781087732,-2.483,0.533,9.79,0.933,Flooded Pothole,0.95,True
SC9585,Rural,Gravel,Thunderstorm,Dusk,6.77,6,1,285,282.97,Moderate,5.89,-0.11,0.5473033827799525,5.05,-0.95,0.22,0.78,0.42381367787810986,5.92,-0.08,28.4,0.9607894391523232,0.127,0.9857614479465916,1.9,0.365,10.144,0.955,Shallow Puddle,0.9,True
SC9586,Urban,Gravel,Drizzle,Dusk,3.55,18,8,126,119.37,Severe,18.09,0.09,0.5010787523154329,10.57,-7.43,0.36,0.64,0.5345729353032141,18.48,0.48,19.44,0.7261490370736909,0.234,0.8833777252905614,0.99,-0.1,10.381,0.976,Flooded Pothole,0.95,True
SC9587,Urban,Gravel,Thunderstorm,Daylight,8.24,20,2,480,478.03,Severe,20.02,0.02,0.3810411135870385,20.13,0.13,0.24,0.76,0.6740595319050396,20.26,0.26,26.92,0.9231163463866358,0.186,0.9726690476144477,-0.42,1.712,10.555,0.956,Shallow Puddle,0.9,True
SC9588,Rural,Asphalt,Drizzle,Dusk,8.74,7,1,155,154.88,Low,7.03,0.03,0.6717909991521877,7.11,0.11,0.22,0.78,0.42381367787810986,7.07,0.07,28.67,0.9607894391523232,0.101,0.9862386203368327,0.275,2.046,10.363,0.968,Shallow Puddle,0.9,True
SC9589,Urban,Dirt,Foggy,Night_Streetlights,10.87,11,2,229,234.05,Moderate,11.41,0.41,0.5629975514296219,10.88,-0.12,0.24,0.76,0.6740595319050396,11.0,0.0,27.34,0.9231163463866358,0.137,0.973644354262692,-3.454,2.876,9.711,0.938,Shallow Puddle,0.9,True
SC9590,Urban,Gravel,Foggy,Dawn,11.06,10,9,131,126.06,Moderate,10.25,0.25,0.47156609804501814,10.17,0.17,0.38,0.62,0.5127146630448847,10.77,0.77,20.37,0.697676326071031,0.255,0.8802207512078325,3.063,1.436,9.967,0.959,Flooded Pothole,0.95,True
SC9591,Rural,Dirt,Thunderstorm,Dawn,10.97,13,11,253,254.04,Severe,12.99,-0.01,0.347683046550314,13.08,0.08,0.42,0.58,0.4701388626627085,12.57,-0.43,15.79,0.6440364210831414,0.3,0.7577223052346956,7.564,0.848,9.349,0.939,Flooded Pothole,0.95,True
SC9592,Urban,Asphalt,Mist,Night_Streetlights,6.7,19,1,88,93.52,Moderate,18.95,-0.05,0.7410908919553659,19.1,0.1,0.22,0.78,0.42381367787810986,18.95,-0.05,29.63,0.9607894391523232,0.089,0.9865288740225621,6.016,4.897,9.062,0.974,Shallow Puddle,0.9,True
SC9593,Rural,Asphalt,Mist,Dawn,10.87,13,10,181,173.3,Severe,14.1,1.1,0.41591265695840623,2.67,-10.33,0.4,0.6,0.49123845184678905,13.26,0.26,18.0,0.6703200460356393,0.285,0.8405706505715665,1.634,-0.523,9.997,0.97,Flooded Pothole,0.95,True
SC9594,Rural,Dirt,Drizzle,Dawn,4.54,6,0,161,159.47,Low,6.58,0.58,0.70106687294475,6.11,0.11,0.0,1.0,1.0,5.94,-0.06,29.8,1.0,0.082,0.9985674097726255,0.903,1.44,9.927,0.957,Dry,0.98,False
SC9595,Urban,Concrete,Mist,Daylight,10.26,9,2,171,176.37,Moderate,8.76,-0.24,0.6174285041107201,7.43,-1.57,0.24,0.76,0.6740595319050396,8.93,-0.07,26.29,0.9231163463866358,0.125,0.9735367299567226,-0.403,-0.127,9.932,0.972,Shallow Puddle,0.9,True
SC9596,Urban,Gravel,Cloudy,Daylight,8.34,19,5,126,131.43,Moderate,19.59,0.59,0.5710445793253347,13.47,-5.53,0.3,0.7,0.6024955834975404,18.98,-0.02,22.34,0.8187307530779818,0.176,0.9336831065590346,1.832,2.838,9.767,0.958,Flooded Pothole,0.95,True
SC9597,Urban,Gravel,Cloudy,Night_Dark,6.24,11,4,173,176.99,Moderate,12.03,1.03,0.5581184852410076,7.16,-3.84,0.28,0.72,0.6259379294871402,10.87,-0.13,26.53,0.8521437889662113,0.165,0.949854399697937,1.31,4.394,9.302,0.966,Flooded Pothole,0.95,True
SC9598,Rural,Gravel,Cloudy,Daylight,9.28,9,5,101,100.75,Moderate,9.24,0.24,0.5997754163016171,8.93,-0.07,0.3,0.7,0.6024955834975404,9.41,0.41,20.39,0.8187307530779818,0.17,0.9251519679209054,2.341,1.993,9.604,0.951,Flooded Pothole,0.95,True
SC9599,Rural,Dirt,Thunderstorm,Daylight,9.59,10,10,355,355.13,Severe,10.27,0.27,0.310923617457131,0.1,-9.9,0.4,0.6,0.49123845184678905,9.46,-0.54,18.77,0.6703200460356393,0.3,0.8532386187079615,2.436,2.34,9.557,0.949,Flooded Pothole,0.95,True
SC9600,Rural,Asphalt,Drizzle,Night_Dark,3.22,13,3,168,168.14,Moderate,13.42,0.42,0.5951010832801609,12.76,-0.24,0.26,0.74,0.6497906188812154,12.8,-0.2,23.59,0.8869204367171575,0.144,0.9594400468817113,2.672,1.897,9.1,0.98,Flooded Pothole,0.95,True
SC9601,Rural,Gravel,Mist,Night_Streetlights,5.23,9,6,85,85.73,Moderate,9.15,0.15,0.5844009345180555,2.96,-6.04,0.32,0.68,0.5794577764970238,8.75,-0.25,20.99,0.7866278610665535,0.187,0.9173580320521729,4.254,1.267,9.516,0.968,Flooded Pothole,0.95,True
SC9602,Rural,Concrete,Drizzle,Dusk,7.66,15,3,215,202.52,Moderate,14.59,-0.41,0.5632498308390308,14.9,-0.1,0.26,0.74,0.6497906188812154,14.9,-0.1,26.3,0.8869204367171575,0.151,0.9614838216554564,-3.3,3.082,8.948,0.972,Shallow Puddle,0.9,True
SC9603,Urban,Asphalt,Drizzle,Night_Streetlights,9.45,19,8,150,153.81,Severe,18.99,-0.01,0.474214276172258,11.15,-7.85,0.36,0.64,0.5345729353032141,19.16,0.16,22.13,0.7261490370736909,0.241,0.8989843048924456,10.438,4.376,9.381,0.973,Flooded Pothole,0.95,True
SC9604,Rural,Mud,Thunderstorm,Night_Dark,8.08,15,6,430,432.45,Severe,15.35,0.35,0.3355715773566308,8.68,-6.32,0.32,0.68,0.5794577764970238,15.07,0.07,22.24,0.7866278610665535,0.256,0.9208543646570052,-0.448,4.077,10.671,0.938,Flooded Pothole,0.95,True
SC9605,Urban,Asphalt,Thunderstorm,Dawn,7.33,12,0,456,462.88,Moderate,12.05,0.05,0.4314481232085851,11.98,-0.02,0.0,1.0,1.0,12.27,0.27,29.28,1.0,0.143,0.9974768481577699,-2.304,2.355,10.131,0.973,Dry,0.98,False
SC9606,Urban,Concrete,Mist,Dawn,10.35,10,1,189,188.98,Low,10.95,0.95,0.6361200344741567,10.04,0.04,0.22,0.78,0.42381367787810986,10.17,0.17,31.06,0.9607894391523232,0.108,0.9862856404032906,3.547,1.559,9.608,0.97,Shallow Puddle,0.9,True
SC9607,Urban,Dirt,Thunderstorm,Night_Streetlights,11.46,18,4,341,338.24,Severe,18.79,0.79,0.43119968064794334,17.95,-0.05,0.28,0.72,0.6259379294871402,19.04,1.04,26.31,0.8521437889662113,0.198,0.9491934946565429,3.27,2.922,10.381,0.936,Flooded Pothole,0.95,True
SC9608,Rural,Mud,Cloudy,Dawn,4.18,5,1,113,118.22,Low,4.87,-0.13,0.7123741599871105,5.26,0.26,0.22,0.78,0.42381367787810986,4.88,-0.12,29.41,0.9607894391523232,0.094,0.9864288327065255,2.637,2.467,9.93,0.959,Shallow Puddle,0.9,True
SC9609,Urban,Asphalt,Rainy,Dusk,2.02,9,8,144,140.43,Moderate,9.77,0.77,0.4844757017963738,9.26,0.26,0.36,0.64,0.5345729353032141,9.54,0.54,20.23,0.7261490370736909,0.238,0.8901810723849579,4.865,1.687,9.856,0.987,Flooded Pothole,0.95,True
SC9610,Rural,Asphalt,Drizzle,Night_Dark,5.56,20,2,82,82.5,Moderate,20.05,0.05,0.7174873228544433,18.49,-1.51,0.24,0.76,0.6740595319050396,20.46,0.46,27.69,0.9231163463866358,0.106,0.9742435233670329,6.281,3.23,10.906,0.974,Shallow Puddle,0.9,True
SC9611,Rural,Mud,Clear,Dusk,10.79,12,12,71,85.58,Severe,12.55,0.55,0.4330387773104344,0.44,-11.56,0.44,0.56,0.449410526858988,11.86,-0.14,16.31,0.6187833918061408,0.3,0.7717738527866509,2.629,0.983,10.189,0.937,Flooded Pothole,0.95,True
SC9612,Rural,Asphalt,Rainy,Night_Streetlights,10.48,15,2,200,196.88,Moderate,14.94,-0.06,0.5974958146326005,15.12,0.12,0.24,0.76,0.6740595319050396,14.86,-0.14,25.81,0.9231163463866358,0.129,0.97326035512848,-0.273,3.415,10.135,0.964,Shallow Puddle,0.9,True
SC9613,Urban,Mud,Rainy,Daylight,4.41,9,3,317,320.43,Moderate,8.93,-0.07,0.4664110276667148,8.96,-0.04,0.26,0.74,0.6497906188812154,8.65,-0.35,24.5,0.8869204367171575,0.174,0.9599814598320845,2.576,1.819,10.343,0.965,Flooded Pothole,0.95,True
SC9614,Urban,Mud,Rainy,Dusk,4.68,18,18,209,210.1,Extreme,18.33,0.33,0.2628530889568796,0.27,-17.73,0.56,0.44,0.3325448462405192,17.71,-0.29,8.15,0.4867522559599717,0.3,0.10202179693896199,5.075,3.235,9.402,0.972,Flooded Pothole,0.95,True
SC9615,Rural,Gravel,Drizzle,Night_Dark,5.01,9,0,172,172.23,Low,8.92,-0.08,0.6868990093276389,9.09,0.09,0.0,1.0,1.0,8.85,-0.15,30.77,1.0,0.084,0.9985864717087308,1.023,4.174,10.255,0.961,Dry,0.98,False
SC9616,Rural,Mud,Clear,Night_Streetlights,6.63,11,2,47,52.7,Low,10.91,-0.09,0.7525257979174317,11.06,0.06,0.24,0.76,0.6740595319050396,11.53,0.53,27.6,0.9231163463866358,0.101,0.9743091182172399,-0.548,-1.075,10.214,0.942,Shallow Puddle,0.9,True
SC9617,Rural,Asphalt,Cloudy,Night_Dark,11.0,6,6,173,180.09,Moderate,7.35,1.35,0.5025078586835263,6.09,0.09,0.32,0.68,0.5794577764970238,6.06,0.06,22.82,0.7866278610665535,0.206,0.9231385548781483,3.724,1.582,10.128,0.973,Flooded Pothole,0.95,True
SC9618,Rural,Concrete,Foggy,Daylight,11.22,16,5,153,146.43,Moderate,15.63,-0.37,0.5575026624300412,15.83,-0.17,0.3,0.7,0.6024955834975404,16.05,0.05,23.71,0.8187307530779818,0.179,0.9362555685419047,-0.354,2.18,9.466,0.967,Flooded Pothole,0.95,True
SC9619,Rural,Asphalt,Rainy,Daylight,9.89,19,4,207,214.64,Moderate,18.0,-1.0,0.5254900621874953,15.01,-3.99,0.28,0.72,0.6259379294871402,19.08,0.08,26.55,0.8521437889662113,0.173,0.9497213572412322,-0.815,0.116,9.493,0.966,Flooded Pothole,0.95,True
SC9620,Urban,Dirt,Clear,Daylight,4.84,6,0,70,70.72,Low,6.11,0.11,0.8080333068189781,6.03,0.03,0.0,1.0,1.0,6.05,0.05,29.97,1.0,0.064,0.9988744077353876,2.387,2.053,9.908,0.962,Dry,0.98,False
SC9621,Rural,Dirt,Foggy,Night_Dark,6.79,10,2,137,147.58,Low,10.4,0.4,0.6465349641633862,8.06,-1.94,0.24,0.76,0.6740595319050396,9.89,-0.11,27.09,0.9231163463866358,0.12,0.9738747304028027,2.453,2.384,10.132,0.947,Shallow Puddle,0.9,True
SC9622,Rural,Gravel,Foggy,Night_Dark,7.14,12,1,226,233.55,Moderate,11.01,-0.99,0.5923367330376472,12.01,0.01,0.22,0.78,0.42381367787810986,12.0,0.0,29.55,0.9607894391523232,0.117,0.9860517730526429,5.889,-0.393,10.041,0.952,Shallow Puddle,0.9,True
SC9623,Rural,Gravel,Foggy,Night_Streetlights,11.98,11,4,113,114.33,Moderate,11.85,0.85,0.6169742439199508,11.01,0.01,0.28,0.72,0.6259379294871402,11.53,0.53,27.5,0.8521437889662113,0.153,0.9503169557478902,-0.409,1.987,9.564,0.936,Flooded Pothole,0.95,True
SC9624,Rural,Concrete,Rainy,Night_Streetlights,8.76,19,14,123,126.43,Extreme,20.04,1.04,0.36703869519021604,4.93,-14.07,0.48,0.52,0.40904648775460783,19.03,0.03,15.43,0.5712090638488149,0.3,0.7125656091298918,9.081,1.484,9.565,0.975,Flooded Pothole,0.95,True
SC9625,Urban,Dirt,Rainy,Night_Dark,7.55,17,15,156,158.63,Extreme,17.31,0.31,0.3316059210099444,2.01,-14.99,0.5,0.5,0.38940039153570244,17.29,0.29,13.69,0.5488116360940265,0.3,0.5811394975566584,5.458,3.598,10.071,0.963,Flooded Pothole,0.95,True
SC9626,Urban,Asphalt,Rainy,Night_Streetlights,6.04,8,4,295,290.79,Moderate,8.44,0.44,0.46521109903106606,8.0,0.0,0.28,0.72,0.6259379294871402,7.99,-0.01,27.2,0.8521437889662113,0.188,0.9496386797833634,2.032,2.691,9.581,0.979,Flooded Pothole,0.95,True
